Chromosome,Start,End,Feature
Chr3,159212727,159212816,CDS
Chr3,159207940,159208110,CDS
Chr3,159206778,159206918,CDS
Chr3,159206229,159206336,CDS
Chr3,159204755,159204943,CDS
Chr3,159203582,159203734,CDS
Chr3,159201400,159201627,CDS
Chr3,159198694,159198909,CDS
Chr3,207568623,207568748,CDS
Chr3,207539857,207540021,CDS
Chr3,20816961,20818805,CDS
Chr3,53340559,53341449,CDS
Chr3,139043819,139043974,CDS
Chr3,138973969,138974040,CDS
Chr3,190752977,190753129,CDS
Chr3,190785141,190785179,CDS
Chr3,188866221,188867222,CDS
Chr3,106141472,106141543,CDS
Chr3,106219797,106219856,CDS
Chr3,22017542,22017649,CDS
Chr3,22015117,22015218,CDS
Chr3,22011734,22011841,CDS
Chr3,22011548,22011637,CDS
Chr3,22010043,22010276,CDS
Chr3,21981094,21981255,CDS
Chr3,21931630,21931686,CDS
Chr3,79792036,79792176,CDS
Chr3,79825484,79825597,CDS
Chr3,94127086,94127163,CDS
Chr3,94162933,94162995,CDS
Chr3,132257589,132257705,CDS
Chr3,132277429,132277572,CDS
Chr3,132284525,132284755,CDS
Chr3,132291483,132291704,CDS
Chr3,132294003,132294170,CDS
Chr3,132300058,132300288,CDS
Chr3,132302037,132302162,CDS
Chr3,132303256,132303555,CDS
Chr3,132305143,132305211,CDS
Chr3,132307167,132307409,CDS
Chr3,132308358,132308426,CDS
Chr3,132310294,132310668,CDS
Chr3,200088503,200088538,CDS
Chr3,199994086,199994409,CDS
Chr3,70882492,70882575,CDS
Chr3,70999744,71000052,CDS
Chr3,133425239,133425286,CDS
Chr3,133526196,133526354,CDS
Chr3,6524612,6524824,CDS
Chr3,6527748,6527846,CDS
Chr3,6531187,6531381,CDS
Chr3,6532072,6532158,CDS
Chr3,6533802,6533885,CDS
Chr3,6535168,6535944,CDS
Chr3,20813251,20813973,CDS
Chr3,88085665,88085823,CDS
Chr3,88121252,88121284,CDS
Chr3,17463670,17463798,CDS
Chr3,17455959,17455991,CDS
Chr3,208581581,208582648,CDS
Chr3,137296819,137297520,CDS
Chr3,40100239,40100457,CDS
Chr3,40104363,40104641,CDS
Chr3,40107075,40107323,CDS
Chr3,40108067,40108177,CDS
Chr3,40108490,40108630,CDS
Chr3,40108880,40108978,CDS
Chr3,40110703,40110837,CDS
Chr3,67285228,67285278,CDS
Chr3,67288025,67288132,CDS
Chr3,67290351,67290497,CDS
Chr3,67292159,67292746,CDS
Chr3,67295393,67295620,CDS
Chr3,25508896,25508943,CDS
Chr3,25382074,25382112,CDS
Chr3,145158946,145159170,CDS
Chr3,145269491,145269526,CDS
Chr3,49759847,49759981,CDS
Chr3,49760065,49760223,CDS
Chr3,49761246,49761344,CDS
Chr3,49762289,49762468,CDS
Chr3,49764122,49764217,CDS
Chr3,49765782,49765913,CDS
Chr3,49769958,49770095,CDS
Chr3,206669828,206669881,CDS
Chr3,206624078,206624230,CDS
Chr3,206567691,206567732,CDS
Chr3,196546790,196547920,CDS
Chr3,51154887,51155069,CDS
Chr3,51196161,51196196,CDS
Chr3,82581680,82581724,CDS
Chr3,82583306,82583434,CDS
Chr3,163948476,163948532,CDS
Chr3,164004461,164004652,CDS
Chr3,106119262,106119348,CDS
Chr3,106032381,106032464,CDS
Chr3,191530350,191530520,CDS
Chr3,191531042,191531146,CDS
Chr3,191531862,191531990,CDS
Chr3,180268890,180270236,CDS
Chr3,152224982,152225668,CDS
Chr3,496726,497997,CDS
Chr3,2370811,2370855,CDS
Chr3,2442956,2443801,CDS
Chr3,205412161,205412274,CDS
Chr3,205454305,205454592,CDS
Chr3,205455384,205455572,CDS
Chr3,205456119,205456256,CDS
Chr3,128693174,128693557,CDS
Chr3,53790031,53790153,CDS
Chr3,53829331,53829444,CDS
Chr3,53845687,53845752,CDS
Chr3,53871509,53871601,CDS
Chr3,53876164,53876253,CDS
Chr3,53878234,53878299,CDS
Chr3,53878964,53879113,CDS
Chr3,53880718,53880897,CDS
Chr3,53887538,53887576,CDS
Chr3,53889020,53889106,CDS
Chr3,53890362,53890574,CDS
Chr3,53894552,53894686,CDS
Chr3,53898358,53898501,CDS
Chr3,53903967,53904092,CDS
Chr3,98315385,98315426,CDS
Chr3,98277493,98277582,CDS
Chr3,136500797,136500919,CDS
Chr3,136497771,136497920,CDS
Chr3,136494637,136494771,CDS
Chr3,136492930,136493094,CDS
Chr3,136488084,136488170,CDS
Chr3,136486728,136486814,CDS
Chr3,193527723,193527752,CDS
Chr3,193622478,193622609,CDS
Chr3,193624187,193625701,CDS
Chr3,176372713,176372790,CDS
Chr3,176373943,176373999,CDS
Chr3,176375283,176375336,CDS
Chr3,176383356,176383412,CDS
Chr3,176383822,176383932,CDS
Chr3,176385280,176385345,CDS
Chr3,176387571,176389019,CDS
Chr3,1219405,1219467,CDS
Chr3,1298664,1298810,CDS
Chr3,1375828,1375878,CDS
Chr3,53328142,53329005,CDS
Chr3,53284903,53284944,CDS
Chr3,171363357,171364211,CDS
Chr3,171391001,171391066,CDS
Chr3,109713819,109713878,CDS
Chr3,109650177,109650299,CDS
Chr3,109522935,109522979,CDS
Chr3,3221055,3221906,CDS
Chr3,4218445,4218618,CDS
Chr3,4314799,4314933,CDS
Chr3,142632857,142633048,CDS
Chr3,66030512,66030589,CDS
Chr3,66026508,66026597,CDS
Chr3,66026375,66026419,CDS
Chr3,66022470,66022547,CDS
Chr3,66021820,66021900,CDS
Chr3,66021266,66021349,CDS
Chr3,66018295,66018351,CDS
Chr3,66013384,66013485,CDS
Chr3,66011326,66011367,CDS
Chr3,66009915,66010040,CDS
Chr3,66006454,66006528,CDS
Chr3,66005444,66005482,CDS
Chr3,26257380,26257565,CDS
Chr3,26248644,26249033,CDS
Chr3,26246469,26246585,CDS
Chr3,26244779,26244949,CDS
Chr3,26243446,26243517,CDS
Chr3,14909802,14909882,CDS
Chr3,14860112,14860264,CDS
Chr3,102081676,102084006,CDS
Chr3,92406139,92406192,CDS
Chr3,92396758,92396979,CDS
Chr3,92395627,92395731,CDS
Chr3,92393514,92393624,CDS
Chr3,92390885,92390977,CDS
Chr3,92388678,92388905,CDS
Chr3,92386752,92386925,CDS
Chr3,92386545,92386616,CDS
Chr3,92383799,92383927,CDS
Chr3,129173084,129173263,CDS
Chr3,129172150,129172452,CDS
Chr3,195069024,195069158,CDS
Chr3,195056626,195056670,CDS
Chr3,194993186,194993290,CDS
Chr3,194990975,194991046,CDS
Chr3,202283945,202284025,CDS
Chr3,202278639,202278689,CDS
Chr3,164661314,164661520,CDS
Chr3,164659849,164660028,CDS
Chr3,164654310,164654438,CDS
Chr3,203577699,203577749,CDS
Chr3,203656379,203656444,CDS
Chr3,203699287,203699343,CDS
Chr3,129472773,129472949,CDS
Chr3,129462148,129462264,CDS
Chr3,129461121,129461276,CDS
Chr3,129455349,129455495,CDS
Chr3,129450549,129450728,CDS
Chr3,129449206,129449418,CDS
Chr3,129447898,129448326,CDS
Chr3,154879077,154879184,CDS
Chr3,154879824,154879949,CDS
Chr3,154881401,154881451,CDS
Chr3,154883689,154883847,CDS
Chr3,154885163,154885312,CDS
Chr3,154886633,154886725,CDS
Chr3,154887138,154887278,CDS
Chr3,154889873,154890025,CDS
Chr3,204318027,204318107,CDS
Chr3,204442722,204442772,CDS
Chr3,204534331,204534432,CDS
Chr3,171794805,171795191,CDS
Chr3,171791999,171792121,CDS
Chr3,111506590,111506694,CDS
Chr3,111507691,111507771,CDS
Chr3,85698215,85698565,CDS
Chr3,198714927,198715025,CDS
Chr3,198602216,198602269,CDS
Chr3,8635161,8635454,CDS
Chr3,8632856,8632951,CDS
Chr3,8628432,8628710,CDS
Chr3,8626625,8626711,CDS
Chr3,8624400,8624510,CDS
Chr3,8624036,8624188,CDS
Chr3,8622067,8622123,CDS
Chr3,8619406,8619477,CDS
Chr3,8618673,8618834,CDS
Chr3,8617385,8617483,CDS
Chr3,8616320,8616487,CDS
Chr3,8614289,8614369,CDS
Chr3,8613664,8613831,CDS
Chr3,8612615,8612731,CDS
Chr3,8611259,8611408,CDS
Chr3,8609664,8609918,CDS
Chr3,199126804,199126836,CDS
Chr3,199240813,199240926,CDS
Chr3,189354604,189354741,CDS
Chr3,189318864,189318935,CDS
Chr3,71853316,71853513,CDS
Chr3,71841257,71841313,CDS
Chr3,79331250,79331306,CDS
Chr3,79424980,79425084,CDS
Chr3,50095949,50096806,CDS
Chr3,90786875,90787039,CDS
Chr3,90794954,90795175,CDS
Chr3,90796607,90796810,CDS
Chr3,150827045,150827218,CDS
Chr3,150832422,150833111,CDS
Chr3,150846101,150846193,CDS
Chr3,150848757,150848855,CDS
Chr3,150858311,150858406,CDS
Chr3,150861120,150861323,CDS
Chr3,150863050,150863286,CDS
Chr3,150866868,150867032,CDS
Chr3,20808511,20809032,CDS
Chr3,191578306,191578437,CDS
Chr3,191573799,191573924,CDS
Chr3,191571975,191572085,CDS
Chr3,176439181,176439309,CDS
Chr3,176441012,176441128,CDS
Chr3,171723371,171723832,CDS
Chr3,136602530,136603483,CDS
Chr3,83242293,83242682,CDS
Chr3,42253193,42253276,CDS
Chr3,42162772,42162996,CDS
Chr3,42158590,42158778,CDS
Chr3,42152853,42152942,CDS
Chr3,42151146,42151286,CDS
Chr3,42147738,42148010,CDS
Chr3,42147506,42147622,CDS
Chr3,42142118,42142195,CDS
Chr3,42136851,42137009,CDS
Chr3,159343815,159343835,CDS
Chr3,159254286,159254408,CDS
Chr3,194123480,194123560,CDS
Chr3,194003617,194003778,CDS
Chr3,22129754,22129825,CDS
Chr3,22123549,22123590,CDS
Chr3,22041530,22041625,CDS
Chr3,84798937,84799026,CDS
Chr3,84682682,84682723,CDS
Chr3,34153399,34153494,CDS
Chr3,34156331,34156501,CDS
Chr3,34159186,34159317,CDS
Chr3,34161395,34161565,CDS
Chr3,205837640,205838305,CDS
Chr3,78796905,78796958,CDS
Chr3,78890124,78890300,CDS
Chr3,161880153,161880215,CDS
Chr3,161873403,161873519,CDS
Chr3,161871798,161871995,CDS
Chr3,161870645,161870743,CDS
Chr3,161868135,161868248,CDS
Chr3,20198277,20198999,CDS
Chr3,147889509,147889790,CDS
Chr3,147937295,147937480,CDS
Chr3,48700021,48700212,CDS
Chr3,48611911,48612024,CDS
Chr3,135345865,135346320,CDS
Chr3,141181528,141181722,CDS
Chr3,141278992,141279045,CDS
Chr3,50967545,50967589,CDS
Chr3,50873027,50873131,CDS
Chr3,82250976,82251176,CDS
Chr3,82209831,82209884,CDS
Chr3,878158,878250,CDS
Chr3,864068,864097,CDS
Chr3,779935,779985,CDS
Chr3,18102174,18102230,CDS
Chr3,18201818,18201931,CDS
Chr3,142892297,142892584,CDS
Chr3,142910174,142910527,CDS
Chr3,142917488,142917874,CDS
Chr3,66954212,66954346,CDS
Chr3,67003038,67003166,CDS
Chr3,71288222,71288356,CDS
Chr3,71259227,71259268,CDS
Chr3,72069469,72069582,CDS
Chr3,72143936,72144061,CDS
Chr3,155212375,155214384,CDS
Chr3,155224757,155224801,CDS
Chr3,67890031,67890252,CDS
Chr3,67897026,67897055,CDS
Chr3,164128826,164128966,CDS
Chr3,164238838,164238903,CDS
Chr3,35738117,35738266,CDS
Chr3,35787852,35787905,CDS
Chr3,35807190,35807240,CDS
Chr3,148262833,148263114,CDS
Chr3,148243798,148243836,CDS
Chr3,148224405,148224458,CDS
Chr3,159354608,159354826,CDS
Chr3,109472157,109472252,CDS
Chr3,109488334,109488387,CDS
Chr3,82571772,82571903,CDS
Chr3,82591282,82591569,CDS
Chr3,1217229,1217525,CDS
Chr3,1105212,1105271,CDS
Chr3,1011094,1011147,CDS
Chr3,181978513,181978569,CDS
Chr3,182031706,182031831,CDS
Chr3,119927409,119927477,CDS
Chr3,120024885,120025040,CDS
Chr3,26884367,26884414,CDS
Chr3,26811698,26811727,CDS
Chr3,26756737,26757048,CDS
Chr3,191723448,191723675,CDS
Chr3,191808794,191808886,CDS
Chr3,4877405,4877452,CDS
Chr3,4855725,4856501,CDS
Chr3,65378008,65378088,CDS
Chr3,65413935,65414177,CDS
Chr3,1183926,1184024,CDS
Chr3,1183086,1183259,CDS
Chr3,1180411,1180491,CDS
Chr3,243494,243799,CDS
Chr3,228406,228528,CDS
Chr3,155964974,155965243,CDS
Chr3,155969291,155969494,CDS
Chr3,27641493,27641750,CDS
Chr3,27643750,27643980,CDS
Chr3,27645360,27645554,CDS
Chr3,27653010,27653207,CDS
Chr3,27653319,27653420,CDS
Chr3,27656621,27656719,CDS
Chr3,27657392,27657466,CDS
Chr3,27658454,27658486,CDS
Chr3,40026539,40026820,CDS
Chr3,40023904,40024029,CDS
Chr3,40020971,40021102,CDS
Chr3,40018219,40018341,CDS
Chr3,40017088,40017189,CDS
Chr3,40016881,40017000,CDS
Chr3,40015313,40015420,CDS
Chr3,40013260,40013343,CDS
Chr3,40012756,40012908,CDS
Chr3,40011988,40012107,CDS
Chr3,40010735,40010926,CDS
Chr3,33778316,33778354,CDS
Chr3,33870420,33870713,CDS
Chr3,64433889,64434014,CDS
Chr3,64341908,64341985,CDS
Chr3,111810821,111810862,CDS
Chr3,111857472,111858359,CDS
Chr3,202661352,202661387,CDS
Chr3,202740753,202741025,CDS
Chr3,39978261,39978599,CDS
Chr3,41828334,41828435,CDS
Chr3,41829159,41829278,CDS
Chr3,41829895,41829984,CDS
Chr3,41834605,41834736,CDS
Chr3,206343105,206343194,CDS
Chr3,206341892,206342050,CDS
Chr3,206341060,206341194,CDS
Chr3,206339341,206339520,CDS
Chr3,192437307,192437618,CDS
Chr3,192426702,192427124,CDS
Chr3,110200678,110200803,CDS
Chr3,110166343,110166375,CDS
Chr3,162136873,162136917,CDS
Chr3,162160734,162160928,CDS
Chr3,83920346,83920390,CDS
Chr3,83978982,83979053,CDS
Chr3,84082672,84082749,CDS
Chr3,198733217,198734698,CDS
Chr3,112808525,112808851,CDS
Chr3,112936668,112936775,CDS
Chr3,41463275,41463388,CDS
Chr3,41478686,41478889,CDS
Chr3,41480590,41480709,CDS
Chr3,41485539,41485622,CDS
Chr3,41487122,41487319,CDS
Chr3,41489771,41489833,CDS
Chr3,41493493,41493675,CDS
Chr3,41494260,41494382,CDS
Chr3,41494727,41494816,CDS
Chr3,41495933,41496028,CDS
Chr3,41496227,41496367,CDS
Chr3,41498956,41499051,CDS
Chr3,41500657,41500800,CDS
Chr3,41505276,41505311,CDS
Chr3,145553557,145553619,CDS
Chr3,145547097,145547246,CDS
Chr3,55177772,55177945,CDS
Chr3,55083319,55083351,CDS
Chr3,14169126,14169356,CDS
Chr3,14175497,14175688,CDS
Chr3,14183898,14184002,CDS
Chr3,14185666,14185749,CDS
Chr3,14190150,14190197,CDS
Chr3,36975063,36975299,CDS
Chr3,36976843,36977013,CDS
Chr3,36978331,36978483,CDS
Chr3,148225479,148225652,CDS
Chr3,148226285,148226647,CDS
Chr3,191050561,191050785,CDS
Chr3,191006906,191006929,CDS
Chr3,60872027,60872098,CDS
Chr3,60950656,60950715,CDS
Chr3,61002570,61002671,CDS
Chr3,61005703,61005741,CDS
Chr3,131280662,131280709,CDS
Chr3,131293465,131293713,CDS
Chr3,198731870,198733075,CDS
Chr3,78929982,78930071,CDS
Chr3,78812509,78812601,CDS
Chr3,208027899,208027955,CDS
Chr3,208143962,208144279,CDS
Chr3,136637391,136638284,CDS
Chr3,136569984,136570016,CDS
Chr3,17794334,17794390,CDS
Chr3,17795600,17795746,CDS
Chr3,17816281,17816427,CDS
Chr3,17818266,17818325,CDS
Chr3,17818773,17818868,CDS
Chr3,141557782,141559953,CDS
Chr4,20809485,20809562,CDS
Chr4,20813762,20813830,CDS
Chr4,20815690,20815866,CDS
Chr4,20821852,20821887,CDS
Chr4,20828351,20828476,CDS
Chr4,20832911,20833006,CDS
Chr4,20844741,20844875,CDS
Chr4,20850716,20850805,CDS
Chr4,20854614,20854676,CDS
Chr4,20855793,20855891,CDS
Chr4,20856216,20856305,CDS
Chr4,187355919,187355996,CDS
Chr4,187458032,187458127,CDS
Chr4,187583224,187583433,CDS
Chr4,102298766,102299053,CDS
Chr4,102293072,102293236,CDS
Chr4,102291433,102291597,CDS
Chr4,102287522,102287581,CDS
Chr4,102285866,102286015,CDS
Chr4,102284571,102284786,CDS
Chr4,102281743,102281841,CDS
Chr4,102281351,102281431,CDS
Chr4,102279014,102279130,CDS
Chr4,102277882,102277992,CDS
Chr4,102266710,102266859,CDS
Chr4,102263039,102263146,CDS
Chr4,102261105,102261371,CDS
Chr4,102253041,102253178,CDS
Chr4,102251330,102251422,CDS
Chr4,154220130,154220969,CDS
Chr4,102888646,102888828,CDS
Chr4,90538553,90539626,CDS
Chr4,128670874,128670996,CDS
Chr4,128728615,128728662,CDS
Chr4,102826216,102826593,CDS
Chr4,102829994,102830116,CDS
Chr4,102831489,102831764,CDS
Chr4,102838825,102838887,CDS
Chr4,102841224,102841457,CDS
Chr4,161640097,161640330,CDS
Chr4,161639389,161639505,CDS
Chr4,113348344,113348385,CDS
Chr4,113287350,113287691,CDS
Chr4,179566578,179567444,CDS
Chr4,97498218,97498589,CDS
Chr4,97547713,97547751,CDS
Chr4,42917254,42917598,CDS
Chr4,42922099,42922260,CDS
Chr4,42925218,42925310,CDS
Chr4,42925735,42925794,CDS
Chr4,129402887,129403093,CDS
Chr4,129305957,129306037,CDS
Chr4,148697913,148698038,CDS
Chr4,148810531,148810638,CDS
Chr4,89224566,89224694,CDS
Chr4,89220191,89220232,CDS
Chr4,108618608,108618793,CDS
Chr4,108717974,108718015,CDS
Chr4,21886921,21887178,CDS
Chr4,95827636,95828010,CDS
Chr4,95825650,95825862,CDS
Chr4,95821456,95821887,CDS
Chr4,95820224,95820298,CDS
Chr4,95819381,95819536,CDS
Chr4,163208519,163208593,CDS
Chr4,163197725,163197862,CDS
Chr4,163192756,163192935,CDS
Chr4,163189252,163189431,CDS
Chr4,145516979,145517071,CDS
Chr4,145590262,145590321,CDS
Chr4,90402669,90403757,CDS
Chr4,199034502,199034558,CDS
Chr4,198953726,198953815,CDS
Chr4,198907110,198907271,CDS
Chr4,199499334,199499447,CDS
Chr4,199500890,199501048,CDS
Chr4,74024686,74024745,CDS
Chr4,74033525,74033563,CDS
Chr4,21949409,21949441,CDS
Chr4,21959701,21959805,CDS
Chr4,34687954,34688010,CDS
Chr4,34711898,34712026,CDS
Chr4,34733179,34733265,CDS
Chr4,34742628,34742768,CDS
Chr4,34747093,34747224,CDS
Chr4,19773938,19774225,CDS
Chr4,47994311,47994403,CDS
Chr4,48077170,48077364,CDS
Chr4,143402055,143402174,CDS
Chr4,143411912,143411992,CDS
Chr4,143415493,143415648,CDS
Chr4,189062968,189063102,CDS
Chr4,189072559,189072669,CDS
Chr4,189074918,189075058,CDS
Chr4,189076375,189076536,CDS
Chr4,189083630,189083719,CDS
Chr4,189084783,189084926,CDS
Chr4,189086605,189086697,CDS
Chr4,189088395,189088484,CDS
Chr4,153858299,153858340,CDS
Chr4,153844963,153845145,CDS
Chr4,30213722,30213820,CDS
Chr4,30320246,30320302,CDS
Chr4,127253288,127253362,CDS
Chr4,127138886,127138996,CDS
Chr4,191423098,191423139,CDS
Chr4,191471338,191471445,CDS
Chr4,118462561,118462608,CDS
Chr4,118462195,118462356,CDS
Chr4,118453990,118454082,CDS
Chr4,196842301,196842387,CDS
Chr4,196841892,196842005,CDS
Chr4,165714919,165714960,CDS
Chr4,165843681,165843743,CDS
Chr4,165942025,165942117,CDS
Chr4,196139005,196139652,CDS
Chr4,90066234,90067301,CDS
Chr4,102918774,102918941,CDS
Chr4,102830609,102830659,CDS
Chr4,148954824,148954967,CDS
Chr4,148956741,148956872,CDS
Chr4,148960010,148960207,CDS
Chr4,148962246,148962320,CDS
Chr4,100480335,100480379,CDS
Chr4,100431675,100431707,CDS
Chr4,100307700,100307813,CDS
Chr4,90347095,90348813,CDS
Chr4,70454597,70454674,CDS
Chr4,70452513,70452602,CDS
Chr4,78019037,78019147,CDS
Chr4,77982372,77982518,CDS
Chr4,71458863,71458925,CDS
Chr4,71417671,71418465,CDS
Chr4,37278684,37279535,CDS
Chr4,37157238,37157267,CDS
Chr4,47340597,47340635,CDS
Chr4,47230084,47230137,CDS
Chr4,47110422,47110469,CDS
Chr4,118649476,118649514,CDS
Chr4,118667381,118667506,CDS
Chr4,106985812,106986012,CDS
Chr4,107016100,107016204,CDS
Chr4,129000734,129001483,CDS
Chr4,141905517,141905693,CDS
Chr4,141907958,141908107,CDS
Chr4,141911960,141912046,CDS
Chr4,141921747,141921851,CDS
Chr4,141922838,141923041,CDS
Chr4,141926385,141926585,CDS
Chr4,197529191,197529343,CDS
Chr4,197633379,197633426,CDS
Chr4,156018353,156018406,CDS
Chr4,156003715,156003816,CDS
Chr4,7968355,7968570,CDS
Chr4,7969220,7969390,CDS
Chr4,7975563,7975628,CDS
Chr4,7976882,7976941,CDS
Chr4,25166583,25166675,CDS
Chr4,25166250,25166435,CDS
Chr4,25162477,25162539,CDS
Chr4,25162319,25162396,CDS
Chr4,25162075,25162197,CDS
Chr4,25160769,25160846,CDS
Chr4,25160609,25160683,CDS
Chr4,25157179,25157256,CDS
Chr4,25153981,25154139,CDS
Chr4,25150446,25150580,CDS
Chr4,25147917,25148108,CDS
Chr4,25145854,25146123,CDS
Chr4,25144921,25145016,CDS
Chr4,187159227,187159292,CDS
Chr4,187185097,187185873,CDS
Chr4,7338610,7338864,CDS
Chr4,7312902,7312949,CDS
Chr4,95153079,95153837,CDS
Chr4,196804353,196804406,CDS
Chr4,196704308,196704424,CDS
Chr4,196606303,196606593,CDS
Chr4,142919174,142919221,CDS
Chr4,142850293,142850754,CDS
Chr4,16580553,16580726,CDS
Chr4,16503005,16503118,CDS
Chr4,118072863,118072937,CDS
Chr4,118026937,118026984,CDS
Chr4,42218842,42218895,CDS
Chr4,42241281,42241313,CDS
Chr4,173813919,173813951,CDS
Chr4,173818649,173818762,CDS
Chr4,173819882,173820064,CDS
Chr4,173821459,173821617,CDS
Chr4,173822494,173822709,CDS
Chr4,173823845,173824042,CDS
Chr4,173824297,173824374,CDS
Chr4,173825516,173825710,CDS
Chr4,173826342,173826536,CDS
Chr4,173828157,173828363,CDS
Chr4,173829161,173829259,CDS
Chr4,173829659,173829892,CDS
Chr4,173832207,173832719,CDS
Chr4,160605562,160605615,CDS
Chr4,160604134,160604304,CDS
Chr4,160600768,160600977,CDS
Chr4,160599659,160599754,CDS
Chr4,160598471,160598593,CDS
Chr4,160597980,160598132,CDS
Chr4,160597787,160597858,CDS
Chr4,160596698,160596817,CDS
Chr4,160593437,160593502,CDS
Chr4,160591780,160592010,CDS
Chr4,160588970,160589164,CDS
Chr4,198870580,198870681,CDS
Chr4,198933364,198933420,CDS
Chr4,199024543,199024650,CDS
Chr4,80891173,80891205,CDS
Chr4,80948246,80948356,CDS
Chr4,15376047,15376091,CDS
Chr4,15406007,15406054,CDS
Chr4,103219818,103219895,CDS
Chr4,103143007,103143114,CDS
Chr4,196243811,196243942,CDS
Chr4,196330513,196330575,CDS
Chr4,62664694,62664756,CDS
Chr4,62680922,62681038,CDS
Chr4,110008824,110008901,CDS
Chr4,110011304,110011456,CDS
Chr4,110014638,110014844,CDS
Chr4,32051626,32051745,CDS
Chr4,32053417,32053524,CDS
Chr4,32057043,32057144,CDS
Chr4,32061786,32061872,CDS
Chr4,32069852,32070010,CDS
Chr4,32077800,32077952,CDS
Chr4,47953894,47954310,CDS
Chr4,9220493,9220540,CDS
Chr4,9208332,9208415,CDS
Chr4,195166561,195166587,CDS
Chr4,195173364,195173489,CDS
Chr4,108892578,108892886,CDS
Chr4,108937746,108937772,CDS
Chr4,19340273,19340647,CDS
Chr4,14225197,14225349,CDS
Chr4,14196144,14196224,CDS
Chr4,14156084,14156128,CDS
Chr4,167286358,167286588,CDS
Chr4,167272354,167272485,CDS
Chr4,167270635,167271501,CDS
Chr4,167268562,167268711,CDS
Chr4,169163184,169166108,CDS
Chr4,40601692,40601820,CDS
Chr4,40614848,40614958,CDS
Chr4,90687041,90688453,CDS
Chr4,67104291,67104386,CDS
Chr4,67061047,67061070,CDS
Chr4,67055673,67055792,CDS
Chr4,154176206,154176322,CDS
Chr4,154183402,154183533,CDS
Chr4,154184195,154184248,CDS
Chr4,154188337,154188444,CDS
Chr4,154189476,154189505,CDS
Chr4,154190772,154190822,CDS
Chr4,154192130,154192294,CDS
Chr4,154194464,154194547,CDS
Chr4,154195296,154195370,CDS
Chr4,154196926,154197099,CDS
Chr4,154197800,154197874,CDS
Chr4,69461178,69461240,CDS
Chr4,69459121,69459567,CDS
Chr4,69457356,69457529,CDS
Chr4,69451831,69451962,CDS
Chr4,69449644,69449817,CDS
Chr4,69446358,69446432,CDS
Chr4,69444455,69444580,CDS
Chr4,69444148,69444300,CDS
Chr4,69442327,69442401,CDS
Chr4,147341228,147341431,CDS
Chr4,147325919,147326629,CDS
Chr4,79384081,79384254,CDS
Chr4,79348026,79348097,CDS
Chr4,95593689,95593721,CDS
Chr4,95693459,95693911,CDS
Chr4,95699205,95699366,CDS
Chr4,95700411,95700500,CDS
Chr4,95704952,95705164,CDS
Chr4,172737953,172738009,CDS
Chr4,172690671,172690739,CDS
Chr4,27242727,27242783,CDS
Chr4,27242870,27242950,CDS
Chr4,27243079,27243162,CDS
Chr4,27245783,27246361,CDS
Chr4,182926677,182926868,CDS
Chr4,183031276,183031497,CDS
Chr4,37234039,37234431,CDS
Chr4,37236119,37236613,CDS
Chr4,62380726,62380878,CDS
Chr4,62386706,62386912,CDS
Chr4,62386991,62387134,CDS
Chr4,194726774,194726932,CDS
Chr4,194843127,194843237,CDS
Chr4,166372813,166372854,CDS
Chr4,166393565,166393738,CDS
Chr4,166400801,166401082,CDS
Chr4,166402029,166402292,CDS
Chr4,166402655,166402846,CDS
Chr4,32496546,32496617,CDS
Chr4,32372661,32372735,CDS
Chr4,112862599,112863018,CDS
Chr4,110008824,110008901,CDS
Chr4,110083486,110083638,CDS
Chr4,110090504,110090656,CDS
Chr4,110186403,110186441,CDS
Chr4,142791473,142791625,CDS
Chr4,142870229,142870312,CDS
Chr4,152879703,152879735,CDS
Chr4,152793029,152793115,CDS
Chr4,177685521,177685658,CDS
Chr4,177723843,177723908,CDS
Chr4,155308057,155308317,CDS
Chr4,155306745,155306954,CDS
Chr4,155303701,155304108,CDS
Chr4,189601530,189605681,CDS
Chr4,189606454,189606600,CDS
Chr4,189607485,189607658,CDS
Chr4,55355358,55355486,CDS
Chr4,55340816,55340983,CDS
Chr4,55336508,55336531,CDS
Chr4,55332590,55332667,CDS
Chr4,117486334,117486441,CDS
Chr4,117381718,117381801,CDS
Chr4,117332655,117332690,CDS
Chr4,40783083,40783196,CDS
Chr4,40779632,40779799,CDS
Chr4,40778240,40778344,CDS
Chr4,40776200,40776271,CDS
Chr4,40772643,40772762,CDS
Chr4,40770883,40770975,CDS
Chr4,40769037,40769102,CDS
Chr4,197464987,197465331,CDS
Chr4,69938249,69938638,CDS
Chr4,90617052,90618932,CDS
Chr4,90341133,90342674,CDS
Chr4,59248400,59248597,CDS
Chr4,59240876,59240896,CDS
Chr4,59192903,59192947,CDS
Chr4,90313898,90314992,CDS
Chr4,90632502,90634247,CDS
Chr4,11158685,11158729,CDS
Chr4,11197440,11197685,CDS
Chr4,92135558,92135704,CDS
Chr4,92207813,92207938,CDS
Chr4,56790158,56791300,CDS
Chr4,198921297,198921572,CDS
Chr4,198947359,198947535,CDS
Chr4,198948364,198948480,CDS
Chr4,198949362,198949547,CDS
Chr4,198950202,198950342,CDS
Chr4,198950664,198950768,CDS
Chr4,198950853,198951179,CDS
Chr4,129373471,129373590,CDS
Chr4,129344356,129344511,CDS
Chr4,129294651,129294731,CDS
Chr4,24146758,24146826,CDS
Chr4,24199125,24199325,CDS
